date,benchmark,RSI_14D,PE_RATIO,PX_TO_BOOK_RATIO,BEST_EPS,WACC_COST_EQUITY,MOV_AVG_30D,EBITDA_MARGIN,NET_DEBT_PER_SHARE,NORMALIZED_ACCRUALS_CF_METHOD,VOLATILITY_90D,RSI_14D_no-fees,PE_RATIO_no-fees,PX_TO_BOOK_RATIO_no-fees,BEST_EPS_no-fees,WACC_COST_EQUITY_no-fees,MOV_AVG_30D_no-fees,EBITDA_MARGIN_no-fees,NET_DEBT_PER_SHARE_no-fees,NORMALIZED_ACCRUALS_CF_METHOD_no-fees,VOLATILITY_90D_no-fees,sequential,zscore_simple,zscore_weighted
2003-02-28,-0.053198053925489694,-0.039902397171835365,-0.08858225378350744,-0.08858225378350744,-0.08858225378350744,-0.08858225378350744,-0.0503886750444578,-0.08858225378350744,-0.08858225378350744,-0.08858225378350744,-0.0014733648161022836,-0.03797835387959456,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,-0.04848564633713206,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,0.0005276905650277691,,-0.009156899050226314,-0.08858225378350744
2003-03-31,-0.02572115726358987,0.01992271500141433,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.055733117835533405,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.00771575991920708,0.020049985341654676,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.05547984212709474,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.0070709267924388385,,0.024339869996821514,-0.036990545855029054
2003-04-30,0.109045768466049,0.200541395560018,0.10373793384935538,0.107150929158675,0.089020292842007,0.11323795206458814,0.07558590492336165,0.11292370117299394,0.1127668041457318,0.19668119438820478,0.029881038922204377,0.20082905464345877,0.10587786737053625,0.10936966849566639,0.09106217749007597,0.11546888984427668,0.07594058901349923,0.11507982538723381,0.11491855188307139,0.19884048887124903,0.030461221030788452,,0.1271841397361683,0.11702585300890941
2003-05-30,0.03772281236373679,0.07240112656353656,0.02963461839414523,0.07497200529332627,0.016254637857860865,0.06464707830815122,0.011332168702662133,0.0370671783645572,0.03607118949336034,0.08109839143303663,0.006029631222031473,0.07286631869257561,0.03004710909288809,0.07670218256264635,0.01645415516894943,0.06492022484813226,0.01167751791268019,0.0370671783645572,0.0361529199262064,0.08109839143303663,0.00658488491545887,0.06993639080543611,0.061854773788633924,0.06664909973553276
2003-06-30,0.048633346969003385,0.11059604881620348,0.04023805488637744,0.05128036589186645,0.01973779191316092,0.027226935947400163,0.03706398891888495,0.03148706584472409,0.021981814183132116,0.07740936714844303,0.023772525075657122,0.11097387734686633,0.041388911082108876,0.053257260250648676,0.01973779191316092,0.028322504680689076,0.03744344203230914,0.03157114591290875,0.022182730164980523,0.07770454980371354,0.024320485773042414,0.11911463673622559,0.11107286415861287,0.11107286415861287
2003-07-31,0.047903388895408655,-0.03982744634177912,0.037190038991878345,0.046480077968768956,0.03507393548825987,0.03084204886720639,0.04626685669214005,0.04163367601365662,0.04359785966326073,0.04315511033584802,0.01245141711352127,-0.039392131966571015,0.0375014565279422,0.04843621490746554,0.03507393548825987,0.031257911905492874,0.046471013899838515,0.04163367601365662,0.04359785966326073,0.04315511033584802,0.013208187400203436,0.038062999376420124,0.020807430210730858,0.01292584394298326
2003-08-29,0.052542434069353564,0.08712774718427352,0.03611900149815415,0.054144217478097126,0.06679983716974648,0.03505444615535471,0.017785744159950444,0.034521950333307315,0.030500116038150015,0.0952584035295553,0.03917637416938472,0.08737057892377596,0.03640274288945045,0.05539938367904528,0.06716798995110272,0.035739647200451315,0.017995337713705,0.034521950333307315,0.030500116038150015,0.0953283073919121,0.039672166773135294,0.10899159414857147,0.05864316148904465,0.06153002073448584
2003-09-30,0.0007056290897669295,0.01479037256257906,0.0006531352629966456,0.024126545890605165,0.015887424140360488,0.04466727984891958,0.024797034569323074,-0.01938598693952419,0.03771144473663156,0.009561156141949852,0.02041110209548658,0.015080194105221519,0.0025893815655489844,0.025834101675881755,0.016213439135627804,0.045021676427477696,0.02499856429308233,-0.019253883526365735,0.03797224252452958,0.00988355541046215,0.020807589926104708,0.04311218692265674,0.0027243855105392335,0.005160312593284809
2003-10-31,0.07247856649583581,0.0772070529520549,0.057227108647728286,0.06834276545283623,0.09118410426674735,0.062253889681080504,0.046061605433662126,0.0566484668798987,0.06567268815795856,0.09142942960892149,0.026919413912076195,0.0776700266371438,0.05934580024822474,0.06949342449431789,0.09141357228114219,0.062317136794788,0.04626730402395065,0.0566484668798987,0.06574662433837929,0.09142942960892149,0.02752188084966525,0.10346536295841607,0.0986627478978892,0.0986627478978892
2003-11-28,0.02687694597740495,0.014347273656002999,0.0044945394157281686,0.011701876878183385,0.013655964736914442,0.03354955968931335,0.03168238288772847,0.04211933115112077,0.016320249150095615,0.03680273567806406,0.031296679096539375,0.0148353866820363,0.004541853711555024,0.012102749169803369,0.013848198568731542,0.03382209848073868,0.032014858313315735,0.04211933115112077,0.016320249150095615,0.03680273567806406,0.03205538472109261,0.022232295547855323,0.028074421665764904,0.019009612668794966
