date,RSI_14D,PE_RATIO,PX_TO_BOOK_RATIO,BEST_EPS,WACC_COST_EQUITY,MOV_AVG_30D,EBITDA_MARGIN,NET_DEBT_PER_SHARE,NORMALIZED_ACCRUALS_CF_METHOD,VOLATILITY_90D,RSI_14D_no-fees,PE_RATIO_no-fees,PX_TO_BOOK_RATIO_no-fees,BEST_EPS_no-fees,WACC_COST_EQUITY_no-fees,MOV_AVG_30D_no-fees,EBITDA_MARGIN_no-fees,NET_DEBT_PER_SHARE_no-fees,NORMALIZED_ACCRUALS_CF_METHOD_no-fees,VOLATILITY_90D_no-fees,sequential,zscore_simple,zscore_weighted
2003-02-28,0.01329565675365433,-0.035384199858017745,-0.035384199858017745,-0.035384199858017745,-0.035384199858017745,0.0028093788810318945,-0.035384199858017745,-0.035384199858017745,-0.035384199858017745,0.05172468910938741,0.01521970004589513,-0.03355771138864601,-0.03355771138864601,-0.03355771138864601,-0.03355771138864601,0.004712407588357635,-0.03355771138864601,-0.03355771138864601,-0.03355771138864601,0.053725744490517466,,0.04404115487526338,-0.035384199858017745
2003-03-31,0.0456438722650042,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,-0.030011960571943535,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,0.01800539734438279,0.04577114260524455,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,-0.02975868486350487,-0.011269388591439184,-0.011269388591439184,-0.011269388591439184,0.01865023047115103,,0.05006102726041138,-0.011269388591439184
2003-04-30,0.09149562709396898,-0.005307834616693624,-0.0018948393073740105,-0.020025475624042,0.004192183598539137,-0.03345986354268736,0.0038779327069449337,0.0037210356796827937,0.08763542592215577,-0.07916472954384463,0.09178328617740976,-0.0031679010955127512,0.00032390002961737996,-0.017983590975973032,0.006423121378227675,-0.033105179452549774,0.006034056921184805,0.005872783417022381,0.08979472040520002,-0.07858454743526055,,0.01813837127011929,0.007980084542860408
2003-05-30,0.03467831419979977,-0.008088193969591564,0.03724919292958948,-0.021468174505875928,0.02692426594441443,-0.02639064366107466,-0.000655633999179589,-0.00165162287037645,0.043375579069299834,-0.03169318114170532,0.035143506328838815,-0.007675703270848704,0.03897937019890956,-0.021268657194787363,0.027197412484395465,-0.026045294451056602,-0.000655633999179589,-0.0015698924375303902,0.043375579069299834,-0.03113792744827792,0.032213578441699316,0.024131961424897132,0.02892628737179597
2003-06-30,0.0619627018472001,-0.008395292082625946,0.0026470189228630647,-0.028895555055842466,-0.021406411021603223,-0.011569358050118432,-0.017146281124279295,-0.02665153278587127,0.028776020179439643,-0.024860821893346263,0.06234053037786294,-0.00724443588689451,0.004623913281645291,-0.028895555055842466,-0.02031084228831431,-0.011189904936694244,-0.017062201056094635,-0.026450616804022862,0.029071202834710153,-0.02431286119596097,0.0704812897672222,0.06243951718960948,0.06243951718960948
2003-07-31,-0.08773083523718778,-0.01071334990353031,-0.0014233109266396995,-0.012829453407148785,-0.017061340028202265,-0.0016365322032686064,-0.006269712881752036,-0.004305529232147928,-0.0047482785595606355,-0.03545197178188739,-0.08729552086197967,-0.010401932367466456,0.0005328260120568834,-0.012829453407148785,-0.01664547698991578,-0.0014323749955701404,-0.006269712881752036,-0.004305529232147928,-0.0047482785595606355,-0.03469520149520522,-0.00984038951898853,-0.027095958684677797,-0.034977544952425395
2003-08-29,0.034585313114919955,-0.016423432571199416,0.0016017834087435623,0.014257403100392918,-0.017487987913998852,-0.034756689909403116,-0.01802048373604625,-0.02204231803120355,0.04271596946020173,-0.013366059899968842,0.0348281448544224,-0.01613969117990311,0.0028569496096917182,0.014625555881749158,-0.01680278686890225,-0.034547096355648566,-0.01802048373604625,-0.02204231803120355,0.04278587332255854,-0.01287026729621827,0.05644916007921791,0.006100727419691088,0.008987586665132274
2003-09-30,0.01408474347281213,-5.249382677028388e-05,0.023420916800838236,0.015181795050593559,0.04396165075915265,0.024091405479556145,-0.020091616029291118,0.03700581564686463,0.008855527052182923,0.01970547300571965,0.01437456501545459,0.0018837524757820549,0.025128472586114826,0.015507810045860874,0.044316047337710766,0.0242929352033154,-0.019959512616132664,0.037266613434762653,0.009177926320695222,0.02010196083633778,0.04240655783288981,0.002018756420772304,0.004454683503517879
2003-10-31,0.004728486456219094,-0.015251457848107525,-0.0041358010429995845,0.018705537770911537,-0.010224676814755307,-0.026416961062173686,-0.015830099615937114,-0.006805878337877255,0.018950863113085678,-0.045559152583759616,0.005191460141307988,-0.013132766247611075,-0.002985142001517921,0.01893500578530638,-0.01016142970104781,-0.026211262471885162,-0.015830099615937114,-0.006731942157456525,0.018950863113085678,-0.04495668564617056,0.030986796462580263,0.02618418140205339,0.02618418140205339
2003-11-28,-0.012529672321401952,-0.022382406561676782,-0.015175069099221566,-0.01322098124049051,0.006672613711908398,0.004805436910323518,0.01524238517371582,-0.010556696827309336,0.009925789700659108,0.004419733119134423,-0.012041559295368652,-0.022335092265849926,-0.014774196807601583,-0.01302874740867341,0.0069451525033337284,0.005137912335910783,0.01524238517371582,-0.010556696827309336,0.009925789700659108,0.005178438743687657,-0.004644650429549629,0.0011974756883599523,-0.007867333308609985
