date,RSI_14D,PE_RATIO,PX_TO_BOOK_RATIO,BEST_EPS,WACC_COST_EQUITY,MOV_AVG_30D,EBITDA_MARGIN,NET_DEBT_PER_SHARE,NORMALIZED_ACCRUALS_CF_METHOD,VOLATILITY_90D,RSI_14D_no-fees,PE_RATIO_no-fees,PX_TO_BOOK_RATIO_no-fees,BEST_EPS_no-fees,WACC_COST_EQUITY_no-fees,MOV_AVG_30D_no-fees,EBITDA_MARGIN_no-fees,NET_DEBT_PER_SHARE_no-fees,NORMALIZED_ACCRUALS_CF_METHOD_no-fees,VOLATILITY_90D_no-fees,benchmark,sequential,zscore_simple,zscore_weighted
2006-07-31,0.9383034360759585,0.6360031537599276,0.8659232934132247,0.6700753066883459,0.938068161433933,0.5152294380328716,0.617721010607319,0.7136543222147101,1.1675071444836702,0.5917165224520551,0.9519774489283356,0.6943074709188782,0.9258260428195844,0.6793622761647743,0.9742758499714596,0.5281428453189698,0.6248596660519659,0.7222754232039613,1.179397783132437,0.611526055438717,0.8295262922656368,0.8966036371433107,1.1998673597360154,1.0852479140171885
2006-08-31,0.999617931148915,0.6791736652805884,0.8982703031329063,0.705663871594471,0.9689905754660034,0.5316742948271228,0.6621030099881153,0.7298780376414321,1.1880625950174646,0.6332007210180107,1.0138569232260148,0.7394984776210616,0.9587729250098503,0.7152960176208041,1.0059231978603314,0.5450608457484245,0.6693204868698819,0.7384991386306833,1.2000230791089168,0.654262610510063,0.8553387409779808,0.9521020686895577,1.2455773636759997,1.1391282226587394
2006-09-29,1.0138848491266046,0.6961415811439615,0.9253982768405912,0.7342115211181028,0.9884836254261022,0.564353116671746,0.6738084925269808,0.7471775925202875,1.191839068006285,0.6609295169164368,1.0285839347999977,0.7579521373011874,0.987276758498344,0.7440551809328069,1.0262277646038684,0.5780761327165485,0.6811584309098141,0.7565404513682439,1.2044416917025607,0.6827401399229347,0.8752615085818891,0.955316275109877,1.285149989228138,1.1419901041687854
2006-10-31,1.0570041273513417,0.7418730356590775,0.9722344133125824,0.7825088117912617,1.0165639416743948,0.576975224749529,0.6773079034937879,0.7749946742046709,1.2467430847712455,0.6880811591630117,1.0720515921903047,0.8057132086439998,1.0349523947211736,0.7926240177186435,1.0547144169405576,0.5909115861729154,0.6846578418766212,0.7843575330526273,1.2593457084675213,0.7106428463960265,0.9073684346331417,1.0079951009211694,1.3318534051199191,1.1935156366187378
2006-11-30,1.081320808840319,0.7737175326688426,1.0441251823394662,0.7865738265348501,1.0248865728918348,0.5841219055718259,0.696555380178052,0.8161803126009047,1.2924280368366265,0.6887164277867048,1.0967834955166276,0.8375577056537649,1.1078809097646032,0.7967696925891635,1.06337392698324,0.5983177287245867,0.7039053185608852,0.8256238315757929,1.3050306605329023,0.7121415524498453,0.9301018925325794,1.0825659275000674,1.3618693158205875,1.2053808269391089
2006-12-29,1.1607977827428937,0.7998856395581989,1.0701479057221561,0.8283992098984658,1.1221926013285262,0.6175945138452257,0.7244893745681464,0.8744193310084609,1.414575402151985,0.7314537010506165,1.176972291216259,0.8655752934408898,1.1350178753834301,0.8388594301286396,1.1614057726353113,0.632004600706816,0.7319786826645289,0.8840767026525184,1.4274554734711844,0.755367351650985,0.9727985882992126,1.1948113558430258,1.4444014131904626,1.2561268179352745
2007-01-31,1.2081604676290485,0.8383885836975012,1.1196727870840304,0.8711007579741274,1.1810019532200724,0.6371689113630826,0.7556767170389608,0.9219622636888237,1.4813139597410605,0.7573183038074445,1.2250764575636084,0.9058694805918381,1.1853133873157933,0.8818361378339062,1.2206283441009635,0.6517114917346287,0.7631660251353433,0.9316196353328812,1.49419403106026,0.781708005336568,1.019436217766616,1.2337948679651598,1.502392060922646,1.3172831571899077
2007-02-28,1.2225302223351489,0.8447389233877011,1.1473869750588301,0.8736944390159165,1.1939586587794226,0.6284604195062047,0.7489147240865134,0.9392697697953032,1.505409787530789,0.7591626107155002,1.239928556994451,0.9132959287725276,1.214065691692826,0.8847060492704694,1.234113390717527,0.6433349733865228,0.7564040321828959,0.9489271414393606,1.5183573971682787,0.7838873031663786,1.0217858607830639,1.2748587792691726,1.5414328543062616,1.3315713491007508
2007-03-30,1.2802258806143625,0.8732817240676309,1.1621831195678722,0.9161202785957449,1.2321646778159523,0.6461336454659348,0.7746689035710606,0.983593250072835,1.5224793167129638,0.785484246928988,1.298274131734075,0.9434566850644048,1.2300402695609691,0.9274705810938383,1.2730158358954586,0.6612781095346275,0.782437142196693,0.9937976937990858,1.5361702710466723,0.8106398675235391,1.0589066647168306,1.2857560272584105,1.5876005617078017,1.379779305584282
2007-04-30,1.3581357950193302,0.905484243818662,1.2222365607821857,0.9527121652607351,1.285205307471253,0.683553878523741,0.7820138149530828,1.0461684333333745,1.5591786701473969,0.8149999091434388,1.376688626464536,0.9764929431149763,1.2910539611134573,0.9644165319230948,1.3269333560932588,0.6991004119522652,0.7897820535787152,1.0563728770596252,1.5728696244811053,0.8407614532288551,1.0995702926996327,1.3665821703400802,1.6405677296558483,1.4259418917601618
2007-05-31,1.3874977347218964,0.9260753960175804,1.2721258567526403,0.9644778086536215,1.2980652562788864,0.7298261598041632,0.8169376615988506,1.088252710854527,1.6081947925784148,0.8457334314557686,1.4066227898548394,0.997995307471989,1.3422116260613697,0.9764562221746389,1.340424491065828,0.745703230750076,0.8247059002244831,1.0984571545807778,1.6218857469121233,0.8718962253163732,1.1310423724425642,1.390216521675673,1.663012040073418,1.4659141689985589
2007-06-29,1.4252991200912057,0.9117227722910005,1.2786920289695083,0.9763633737576467,1.3084661238418562,0.743147681991618,0.786299019849497,1.108123784507867,1.5943698044813004,0.8422600356384649,1.4450926788994412,0.9855023672601227,1.3497283632985295,0.9886204594042365,1.3513561003271708,0.7592909423489187,0.7940672584751295,1.1185475395981759,1.6085981439614307,0.8686829656055783,1.12905643188555,1.391229480907754,1.6652710051589519,1.4603941172315977
2007-07-31,1.407308482894807,0.8865928822834506,1.2848930586549936,0.9579892484396754,1.3134099989333619,0.7331938687969893,0.7458890999346514,1.101399425608088,1.5934580934436104,0.8386008243632792,1.4276212923097131,0.9611452629138383,1.3568643774794085,0.9705107769907257,1.3566155932487511,0.7495342983540123,0.7536573385602838,1.1118231806983967,1.6076864329237408,0.8657378065129735,1.1134353374568777,1.3767590119239423,1.654641862198497,1.4600881167306436
2007-08-31,1.3288916325891185,0.8281279428115573,1.2130934153418862,0.9117651274657402,1.2615315398527978,0.7206497618141107,0.7364466406999702,1.0672249463180667,1.5741376100058821,0.7906898331082152,1.349685637950651,0.9034060375477244,1.2860388844163038,0.9244809813533327,1.305115060483702,0.7371888582961061,0.7442781520458659,1.0776487014083755,1.588431684171052,0.8183452273966623,1.0784409624651843,1.3114503496840229,1.5934890313790735,1.428353730630825
2007-09-28,1.3472491064468834,0.8041903490218987,1.2095996504413387,0.8860135080066719,1.247258398009204,0.716630217091742,0.7154223684630048,1.0888329718934995,1.562240526386065,0.7939889751255951,1.368440479259716,0.8808807935421812,1.283738490181486,0.8990619147159272,1.2914902788173854,0.7333350067409178,0.7233173458609546,1.0998134782378466,1.5771814573427394,0.8219604850936437,1.0600202099706506,1.2982781652812452,1.6186794033484422,1.423382350205987
2007-10-31,1.3737071383390453,0.8351623331944519,1.256410196604697,0.8809727393781707,1.311124268997851,0.7825969077158736,0.746694488456776,1.1388309643808008,1.6026576416035956,0.8137642016167401,1.3955768265411368,0.9131669124202199,1.3313068792028784,0.894230338468174,1.3554918555761002,0.7995865325804723,0.7546578475805907,1.1498114707251479,1.61759857256027,0.8422888500973839,1.0828701723304288,1.3101523294667665,1.6464371772139226,1.4647609728692836
2007-11-30,1.26769796061847,0.7383721301272882,1.2007945336443047,0.7817562106546131,1.2632409263511983,0.7362816466666702,0.7082649634975042,1.068890048101772,1.5066607617522063,0.7573234510915353,1.2901776751039413,0.8177002329887099,1.2768745190537285,0.7953227071048579,1.3077294564905568,0.7535777666131281,0.716228322621319,1.079932001343659,1.5216016927088807,0.7866582551268662,1.0010108973913634,1.2167564914362032,1.5698006263908106,1.3901870473348896
2007-12-31,1.2631505954017717,0.7057131151227481,1.1786021926104597,0.7681654353597926,1.2211990230489929,0.7447416580014895,0.6962290182887001,1.0415110137815846,1.4551313460624764,0.773858759108835,1.2861095652090706,0.7863236834172477,1.2556542732177765,0.7821837436370304,1.2659377083520351,0.7625233569247689,0.7043349069805636,1.0527563072411381,1.4703134166531997,0.8036743883890142,0.9820455521461198,1.19230438389979,1.5815901378103268,1.3717395662981637
2008-01-31,1.1149093847676759,0.5267019602279406,1.0743155090451317,0.6464162464363112,1.1123797047605664,0.5963717198614698,0.5823305182901264,0.8962776130557011,1.2610051212304867,0.6673245436691896,1.1381568669197681,0.608499384512931,1.1524019187930368,0.6607885968271027,1.1573008322438398,0.6144211894102317,0.5904364069819898,0.9075229065152546,1.27618719182121,0.6973830828843977,0.8397739710779509,1.0770657690000103,1.5027787284085876,1.2464088926058667
