date,benchmark,RSI_14D,PE_RATIO,PX_TO_BOOK_RATIO,BEST_EPS,WACC_COST_EQUITY,MOV_AVG_30D,EBITDA_MARGIN,NET_DEBT_PER_SHARE,NORMALIZED_ACCRUALS_CF_METHOD,VOLATILITY_90D,RSI_14D_no-fees,PE_RATIO_no-fees,PX_TO_BOOK_RATIO_no-fees,BEST_EPS_no-fees,WACC_COST_EQUITY_no-fees,MOV_AVG_30D_no-fees,EBITDA_MARGIN_no-fees,NET_DEBT_PER_SHARE_no-fees,NORMALIZED_ACCRUALS_CF_METHOD_no-fees,VOLATILITY_90D_no-fees,sequential,zscore_simple,zscore_weighted
2003-02-28,-0.053198053925489694,-0.04182644046407617,-0.09040874225287916,-0.09040874225287916,-0.09040874225287916,-0.09040874225287916,-0.05229170375178354,-0.09040874225287916,-0.09040874225287916,-0.09040874225287916,-0.0034744201972323405,-0.03797835387959456,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,-0.04848564633713206,-0.0867557653141357,-0.0867557653141357,-0.0867557653141357,0.0005276905650277691,,-0.011142556567159729,-0.09040874225287916
2003-03-31,-0.02572115726358987,0.01979544466117399,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.05598639354397207,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.008360593045975325,0.020049985341654676,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.05547984212709474,-0.036990545855029054,-0.036990545855029054,-0.036990545855029054,-0.0070709267924388385,,0.02407621201286597,-0.036990545855029054
2003-04-30,0.109045768466049,0.2002537364765772,0.10159800032817452,0.10493218982168366,0.08697840819393797,0.11100701428489955,0.07523122083322407,0.11076757695875407,0.11061505640839218,0.19452189990516053,0.029300856813620293,0.20082905464345877,0.10587786737053625,0.10936966849566639,0.09106217749007597,0.11546888984427668,0.07594058901349923,0.11507982538723381,0.11491855188307139,0.19884048887124903,0.030461221030788452,,0.12559153716487834,0.11492734044872431
2003-05-30,0.03772281236373679,0.07193593443449751,0.029222127695402382,0.07324182802400615,0.016055120546772307,0.06437393176817016,0.01098681949264408,0.0370671783645572,0.03598945906051429,0.08109839143303663,0.005474377528604076,0.07286631869257561,0.03004710909288809,0.07670218256264635,0.01645415516894943,0.06492022484813226,0.01167751791268019,0.0370671783645572,0.0361529199262064,0.08109839143303663,0.00658488491545887,0.11013948332173303,0.06140828623931191,0.06628612319143815
2003-06-30,0.048633346969003385,0.11021822028554064,0.03908719869064599,0.04930347153308421,0.01973779191316092,0.026131367214111245,0.03668453580546075,0.03140298577653944,0.0217808982012837,0.0771141844931725,0.02322456437827183,0.11097387734686633,0.041388911082108876,0.053257260250648676,0.01973779191316092,0.028322504680689076,0.03744344203230914,0.03157114591290875,0.022182730164980523,0.07770454980371354,0.024320485773042414,0.09161557618830529,0.11018334824940064,0.11018334824940064
2003-07-31,0.047903388895408655,-0.04026276071698723,0.03687862145581448,0.044523941030072366,0.03507393548825987,0.030426185828919892,0.046062699484441604,0.04163367601365662,0.04359785966326073,0.04315511033584802,0.011694646826839104,-0.039392131966571015,0.0375014565279422,0.04843621490746554,0.03507393548825987,0.031257911905492874,0.046471013899838515,0.04163367601365662,0.04359785966326073,0.04315511033584802,0.013208187400203436,0.06152100693481279,0.020313975023912613,0.012506635613132524
2003-08-29,0.052542434069353564,0.08688491544477107,0.03583526010685786,0.052889051277148935,0.06643168438839027,0.034369245110258115,0.017576150606195887,0.034521950333307315,0.030500116038150015,0.09518849966719846,0.03868058156563416,0.08737057892377596,0.03640274288945045,0.05539938367904528,0.06716798995110272,0.035739647200451315,0.017995337713705,0.034521950333307315,0.030500116038150015,0.0953283073919121,0.039672166773135294,0.05683888151250563,0.058434607261755936,0.0613120287335523
2003-09-30,0.0007056290897669295,0.014500551019936598,-0.0012831110395556905,0.02241899010532859,0.015561409145093167,0.04431288327036147,0.024595504845563828,-0.019518090352682645,0.03745064694873354,0.009238756873437556,0.02001461426486845,0.015080194105221519,0.0025893815655489844,0.025834101675881755,0.016213439135627804,0.045021676427477696,0.02499856429308233,-0.019253883526365735,0.03797224252452958,0.00988355541046215,0.020807589926104708,0.03667868614592688,0.0015039267196967124,0.0038641329771283038
2003-10-31,0.07247856649583581,0.07674407926696601,0.05510841704723184,0.06719210641135458,0.09095463625235252,0.062190642567373014,0.045855906843373595,0.0566484668798987,0.06559875197753783,0.09142942960892149,0.02631694697448714,0.0776700266371438,0.05934580024822474,0.06949342449431789,0.09141357228114219,0.062317136794788,0.04626730402395065,0.0566484668798987,0.06574662433837929,0.09142942960892149,0.02752188084966525,0.11032735645082752,0.09816358952259972,0.09816358952259972
2003-11-28,0.02687694597740495,0.013859160629969705,0.0044472251199013145,0.011301004586563397,0.013463730905097341,0.03327702089788801,0.03134990746214118,0.04211933115112077,0.016320249150095615,0.03680273567806406,0.030537973471986172,0.0148353866820363,0.004541853711555024,0.012102749169803369,0.013848198568731542,0.03382209848073868,0.032014858313315735,0.04211933115112077,0.016320249150095615,0.03680273567806406,0.03205538472109261,0.024796456584485437,0.02749793975815896,0.01849870582513772
2003-12-31,-0.0018288957684421134,0.0038788559856204894,-0.016348760917092954,0.02515763034154674,-0.023387402196801337,0.016262535540136902,0.0021189818291163297,0.0053060242150664025,0.0061865759896839205,-0.002487159216624132,0.03438452664197634,0.0044298547058015565,-0.012398354334430674,0.02900507666489501,-0.02310140676076798,0.018417685992240824,0.0029165262412355498,0.005438806420757455,0.0067353678866566265,-0.0017272143065411754,0.0353430438845205,-0.0153948631659403,0.04169174108359919,-0.015234588232848657
2004-01-30,0.0572478274805718,0.10435291537502603,0.08706437490363915,0.04023244872781912,0.07068177506950442,0.08040733648259582,0.04238632992512863,0.024007581170928747,0.044015808014089566,0.1505579417305479,0.07781244205743347,0.10466208151963753,0.09113099009165282,0.0441365131450614,0.07113948258942222,0.0829058301033467,0.043058538108708175,0.024007581170928747,0.044015808014089566,0.1505579417305479,0.07848024212524825,0.12174421662237456,0.06156428851200508,0.07769357837241883
